,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
386,386,this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,1,My friend just told me “Ur anger issues are my playground.” That was rude of him.,1.0,0.0,0.0,0.0,0.0,0.0
892,892,#PostAnUnpopularFoodOpinion salad cream on toast mmmmmmmm,0,,,,,,,
465,465,Death by Zara fitting room,1,"I would say ""The Zara dressing rooms are the worst because the lines are long"".",1.0,0.0,0.0,0.0,0.0,0.0
783,783,Sleep? What’s that... I’ve never heard of it?,1,I haven't been able to sleep all night,1.0,0.0,0.0,0.0,0.0,1.0
13,13,do i just blast maneskin to get hyped for my osce or??,1,"I probably shouldn't be listening to Maneskin before my OSCE, it's not the right vibe.",1.0,0.0,0.0,0.0,0.0,1.0
835,835,"always remember thank your Alexa, just in case the AI take over one day",1,There is no need to thank AI devices,1.0,0.0,0.0,0.0,0.0,0.0
1559,1559,@NTCastleWard @PeteSnodden Can't wait!,0,,,,,,,
1970,1970,Highway signs where they stretch the state shape to fit the numbers in make me irrationally angry,0,,,,,,,
1464,1464,Ok its my birthday I need chinese food,0,,,,,,,
829,829,i’ve had more interesting conversations w my wall but alright,1,"The conversations I have with you are as boring as talking to a wall, which you can't even do. ",1.0,0.0,0.0,0.0,0.0,0.0
116,116,"make it illegal to say/write ""Dems in disarray"" on account of it being stupid as fuck",1,"Don't say ""dems in disarray,"" because they aren't.",1.0,0.0,0.0,0.0,0.0,0.0
1890,1890,"If you joined our girl friend group, you’ll literally break up with your bf sooner or later",0,,,,,,,
153,153,Efy is great,1,"EFY is a time for white, religious kids to make weird friends and mess around while not doing anything productive.",0.0,1.0,0.0,0.0,0.0,0.0
1130,1130,excited to start my new hobby of standing in the lgbtq section of the feminist bookstore and look hot and mysterious until I get noticed,0,,,,,,,
856,856,Ahhh I get to listen to a cement mixer all day. Awesome.,1,"Oh no, I have to listen to a cement mixer all day. This sucks. ",1.0,0.0,0.0,0.0,0.0,0.0
286,286,@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,1,I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.,1.0,0.0,0.0,0.0,0.0,0.0
340,340,@SrutisJay one of them smonks weed so it's super worth it /s,1,None of those designs are really worth the money.,0.0,1.0,0.0,0.0,0.0,0.0
2215,2215,I. Am. So. Tired. And impatient. And cranky. SOS. https://t.co/f7UPtIybWV,0,,,,,,,
3039,3039,"Very proud to work for such an amazing trust, with such fab people @nhsuhcw #BBCHospital 💙",0,,,,,,,
1985,1985,"House grooves are wonderful to work in
Both the hard stuff and the really mellow vibes
Makes a good sense of rhythm even when the main drums are not a ""fit""",0,,,,,,,
2874,2874,BBC News - Andrea Levy: Small Island and Long Song author dies aged 62 https://t.co/iuSGxdxVHS,0,,,,,,,
746,746,I may look happy on the outside bit on the inside I'm dying #painful #sad,1,Happy on the outside but underneath the smile I am sad,1.0,0.0,0.0,0.0,1.0,0.0
2986,2986,Once you go Fever Tree you never go back,0,,,,,,,
109,109,"I love it when drunk, inconsiderate flatmates come back and start climbing on the roof #istillhaveexams #tryingtosleep",1,It’s awful that my flat mates have come back drunk and are on the roof when I have an exam tomorrow ,1.0,0.0,0.0,0.0,0.0,0.0
79,79,Tinnitus is my favourite thing ever I love it. So loud so atmospheric https://t.co/mNJw5GvPzy,1,My tinnitus is so annoying,1.0,0.0,0.0,0.0,0.0,0.0
2517,2517,".@EmmaRaducanu will be claimed by the Brits, Canadians, Romanians and Chinese. What a future she has ahead of her. A star for life.",0,,,,,,,
1937,1937,Anyone know where I could get a cheap iPhone 4/5?,0,,,,,,,
2641,2641,Just found out crossfire is still huge and there's a console ver coming out soonish. Best bed time story I've ever heard,0,,,,,,,
845,845,hot girls have tree shaped dents in their rear bumpers ❤️,1,i am ugly because there’s a dent in my car,1.0,0.0,0.0,0.0,0.0,0.0
176,176,"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",1,I've heard that Baja Blast may be sold in stores and I would enjoy that because I think the drink is good. ,1.0,0.0,0.0,0.0,1.0,0.0
2112,2112,Surely I’m not the only one who was disappointed by that ending... #Bodyguard,0,,,,,,,
388,388,every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,1,my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. ,1.0,0.0,0.0,0.0,0.0,1.0
2214,2214,I think im going to treat myself to a mani-pedi this weekend.,0,,,,,,,
373,373,@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1,"Our field shouldn't try to force human experience into quantifiable models, but it pretty consistently does.",1.0,0.0,0.0,0.0,0.0,1.0
2062,2062,getting into a high speed chase with the cops but using my turn signals in accordance with the law the whole time,0,,,,,,,
2989,2989,how nice is having friends who are interested in your life n get excited for you x,0,,,,,,,
722,722,Can cats wear nail polish,1,It is quite obvious that cats do not actually wear nail polish.,1.0,0.0,0.0,0.0,0.0,1.0
1770,1770,there was a bee in my house yesterday and i haven’t seen it since i hope it died,0,,,,,,,
545,545,Day 3 of night shift: “Can I get a triple shot puppuccinio?”,1,I need 3 shots of coffee,0.0,1.0,0.0,0.0,0.0,1.0
980,980,"Submitted my application for PhD funding today, then shit myself and wanted to withdraw it 😂🙈",0,,,,,,,
2118,2118,NOBODY TOLD ME that you can KNIT CLOTHING for the FARM ANIMALS in cottage living. This is my life now.,0,,,,,,,
314,314,I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,1,I hate walking up 3 flights of stairs and catching my breath in the bathroom.,1.0,0.0,0.0,0.0,0.0,0.0
2848,2848,every night i fall asleep and hear the woofs my dog makes in her sleep 😣😣 my heart is warm,0,,,,,,,
826,826,Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1,Iphones are always bad when the new update comes out.,0.0,1.0,0.0,0.0,0.0,0.0
2808,2808,also imagine that same school putting you in a dangerous and triggering situation because they won't take you out of those hotels even after complaining that men are catcalling and following you up to your floor in broad daylight :) i hate the school for this it makes me feel ill https://t.co/ZLEG40HARB,0,,,,,,,
3113,3113,@dunkindonuts @hannahebridges this is iconic hannah,0,,,,,,,
521,521,"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜",1,It’s funny how my mom used to wake me now I wake her.,1.0,0.0,0.0,0.0,0.0,0.0
93,93,Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her,1,I appreciate that my sister and brother cook for me,1.0,0.0,0.0,0.0,0.0,1.0
2180,2180,so woke up this morning and have missed my first lecture already lol BUT I did leave myself a chicken nugget to wake up to,0,,,,,,,
791,791,"It was almost 70 degrees today but no, global warming doesn't exist 😒",1,Global warming is why it is 70 degrees outside,0.0,1.0,0.0,0.0,0.0,0.0
600,600,"don't cry because it happened, smile because it's over &lt;3",1,"Don't cry because it happened, be proud that you made it through.",1.0,0.0,0.0,0.0,0.0,0.0
758,758,"@banalincolnlogs red among us guy, hes hot dont come for me",1,Red among us guy is not on my list of hot celebrities.,0.0,1.0,0.0,0.0,0.0,0.0
275,275,Headaches that last all day nonstop🥰😍,1,I hate headaches and I have one.,1.0,0.0,0.0,0.0,0.0,0.0
1790,1790,My crazy doesn't go away. It's here to stay.,0,,,,,,,
249,249,Gonna go cry now some no face told me to lose weight x,1,Fuck the person who told me to lose weight,1.0,0.0,0.0,0.0,0.0,0.0
1729,1729,i just overheard this bunch of children behind me yell “DON’T LOOK AT THE ENDERMAN”……internally yelling as an mcyt mod,0,,,,,,,
2225,2225,I WISH I WAS SMART ENOUGH FOR FIND THE DOCTOR,0,,,,,,,
1594,1594,When you let a 3 year old have your phone for an hour and your YouTube recommendations are now all Frozen and Lion Guard videos.,0,,,,,,,
3348,3348,@Riotswimbananas that haircut looks so good on you!,0,,,,,,,
766,766,My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1,I really do not like the walk past first class to get to my coach seat. ,0.0,1.0,0.0,0.0,0.0,0.0
3371,3371,Things I learned on my first day of classes my sophomore year in college: ingesting semen does NOT lower depression in women,0,,,,,,,
695,695,I do love it when my mum makes me spend my savings on beer 😒,1,I really hate it when my mum makes me give her my savings so she can buy beer.,1.0,0.0,0.0,0.0,0.0,0.0
3400,3400,Literally don’t fucking talk to me unless you are wearing a mask,0,,,,,,,
2346,2346,took the long way home so i could drive in the rain and listen to music. the vibes were immaculate ✨✨✨,0,,,,,,,
956,956,let’s bring it home biden,0,,,,,,,
575,575,"I unsubscribe from being an adult, its not for me",1,being an adult is really hard ,1.0,0.0,0.0,0.0,0.0,0.0
2456,2456,i just love everyone posting wholesome pics with their pets when theyre home for break,0,,,,,,,
1576,1576,"@Davret1 @RepCori @sam_a_bell that’s how things like this get so bad. if everyone says it’s not their problem and nobody actually does anything about it, nothing does happen. the us government can use the fed to take action, and it should— even if it’s not their “job” officially",0,,,,,,,
2028,2028,did SM change the DCM thumbnail??,0,,,,,,,
682,682,i love 6 hour panic attacks,1,I don't like having 6-hour panic attacks.,1.0,0.0,0.0,0.0,0.0,0.0
17,17,"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",1,I hope whoever keeps peeing all over the bathroom at work stops doing that.,1.0,0.0,0.0,0.0,0.0,0.0
533,533,Most people have security cameras for protection. Ours acts as a DVR,1,The events that happen around our house while we are not here can be very entertaining ,0.0,1.0,0.0,0.0,0.0,0.0
20,20,Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free,1,Go to school,1.0,0.0,0.0,0.0,0.0,0.0
1156,1156,As a kid I definitely thought I’d come into contact with quick sand way more than I have,0,,,,,,,
2515,2515,The Golden Girls theme song gets me so hype,0,,,,,,,
304,304,If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,1,This book makes me feel like I don't really know how to read.,1.0,0.0,0.0,0.0,0.0,0.0
2179,2179,people who think it’s funny to spike drinks are the actual scum of the earth,0,,,,,,,
433,433,who needs an alarm when u can have the low rumbling voice of a stranger to wake u up in the morning 🥰,1,I wish I hadn't been woken up by a stranger talking loudly. ,1.0,0.0,0.0,0.0,0.0,0.0
2669,2669,I swear some people come to the library just to breathe heavily out of their mouth,0,,,,,,,
878,878,Perk of doing a newborn hearing screening on an SLP’s baby: not having to discuss speech and language milestones,0,,,,,,,
276,276,"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",1,It would be nice if T-Mobile could assist me in getting out of my contract,1.0,0.0,0.0,0.0,0.0,0.0
698,698,"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1,"I'd end the sentence by saying ""but your xenophobia means that you have ignored the facts"".",0.0,1.0,0.0,0.0,0.0,0.0
2121,2121,When your too good to people they will take &amp; take until you have nothing left.,0,,,,,,,
2687,2687,what does Coldplay put into their music that makes me always want to cry???,0,,,,,,,
715,715,"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",1,"“I love M&S food, can’t wait to buy dinner there later.”",1.0,0.0,0.0,0.0,1.0,0.0
834,834,The high tomorrow is 45! Anyone wanna go to the pool?,1,It is finally going to reach 45 degrees outside.,0.0,1.0,0.0,0.0,0.0,1.0
128,128,@igreen95 thx for the play by play,1,"""Sounds interesting!""",1.0,0.0,0.0,0.0,0.0,0.0
2043,2043,Take half a minion ecstasy and call me in the morning,0,,,,,,,
56,56,we need to normalise having absolutely fried bleach damaged hair. people should talk about this,1,"I am self conscious of my fried, bleach-damaged hair. ",1.0,0.0,0.0,0.0,0.0,0.0
3436,3436,I really wanted something sweet for breakfast and all I have is dark chocolate so that’s what I’m having!,0,,,,,,,
815,815,I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,1,I hate giving a lecture on a subject I don't know fully to people who do know it fully,1.0,0.0,0.0,0.0,0.0,0.0
824,824,"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list",1,"The best way to do assignments is in order of priority. The second best is in terms of due date. The worst is doing 20 minutes on each class at a time, regardless of priority.",1.0,0.0,0.0,0.0,0.0,0.0
1129,1129,why was suite life on deck not called zack and cody on a boaty??? missed opportunity,0,,,,,,,
771,771,When I grow up I wanna be a sociopath,1,I wish I could stop feeling certain emotions.,1.0,0.0,0.0,0.0,0.0,0.0
158,158,"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",1,I hate the Walgreens robot,0.0,1.0,0.0,0.0,0.0,0.0
1706,1706,. @atptour The wearing and non-wearing of face masks by support team and family of players at ATP events is shockingly bad and setting a really poor example to anyone watching. Is it within your remit to encourage or enforce better adherence to effective face mask wearing?,0,,,,,,,
1606,1606,if u think about it texting is the voicemail of texting,0,,,,,,,
471,471,Who's ready for monsoon storms allllll weekend?!?!,1,There are going to be monsoon storms all weekend. Is anyone ready for them?,0.0,1.0,0.0,0.0,0.0,1.0
701,701,“I don’t really like partying” Oh is that why you’ve gone to parties twice in the last week? Because you just can’t stand it? Makes complete sense.,1,"I don't understand why you go out to so many parties, if you don't like parties.",1.0,0.0,0.0,0.0,0.0,1.0
180,180,haven’t written in months cuz there are no male teachers to impress 😣,1,I haven't written in a while and that sucks,1.0,0.0,0.0,0.0,0.0,0.0
300,300,"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀",1,"“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”",1.0,0.0,0.0,0.0,0.0,1.0
655,655,I just love falling up the stairs 😑,1,I really don't like falling up the stairs.,1.0,0.0,0.0,0.0,0.0,0.0
28,28,Not telling anyone how I voted in case it doesn't come true #EUref,1,I voted leave/remain in the EU Referendum,1.0,0.0,0.0,0.0,0.0,0.0
2465,2465,Someone stole the 13.1 magnet off my car! #asshole #really?,0,,,,,,,
1758,1758,Happy to be part of the team! https://t.co/ardpGl0M9p,0,,,,,,,
186,186,Hey what's the weather like today? Am I going to need an umbrella?,1,I'm joining in with the rest of Twitter and can't believe how much rain there is,0.0,1.0,0.0,0.0,0.0,1.0
441,441,"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",1,"I would say ""I have zero interest in sports, so definitely regretting the decision to sign up for a sports business class that's making me tweet about sports every day...""",1.0,0.0,1.0,0.0,0.0,0.0
2620,2620,"#DelitterUK this is our place, not just yours. Keep it litter free!",0,,,,,,,
3034,3034,Why do I get the most views when my stories are boring,0,,,,,,,
2681,2681,If your mom isn’t your best friend I feel really bad for you,0,,,,,,,
409,409,Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,1,I am going to enjoy my holiday as I have worked lots of additional hours this year and I am owed the time the off.,1.0,0.0,0.0,0.0,0.0,0.0
2576,2576,@McquaideNancy @BostonGlobe @GlobeOpinion Accountability includes appropriate consequences,0,,,,,,,
2770,2770,"white bitches vomiting on my shoes,, please take a step back before i elbow your face and one inch punch the fetus growing inside of you",0,,,,,,,
2471,2471,Nandos I don’t believe you. Something   has happened behind closed doors!!!,0,,,,,,,
1173,1173,Hell of a last second decision by Hooker!,0,,,,,,,
1428,1428,i miss tsukasa.,0,,,,,,,
122,122,So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,1,I just fell down the stairs after holding the door open for Bam Adebayo. I really embarrassed myself.,1.0,0.0,0.0,0.0,0.0,0.0
894,894,Oh my what was that noise? The dog isn’t happy either! #loudbang,0,,,,,,,
2854,2854,"When is the person trying to log into their apple account going to realize the texts are going to someone else's phone... 

It won't stop.",0,,,,,,,
2680,2680,I just had to call and explain to my bank that the 3 donations this past week to the @WWF were not fraudulent charges and that I did in fact intent to make them😅,0,,,,,,,
640,640,Can’t wait for those $2000 checks to go out immediately,1,These stimulus checks are very delayed and I think that is bad,0.0,1.0,0.0,0.0,0.0,0.0
1517,1517,feeling v grateful!!!!,0,,,,,,,
224,224,"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",1,"Duodenum, Jejunum, and Ilium would not be cute names for triplets because they are the names of the three parts of the small intestine. ",0.0,1.0,0.0,0.0,0.0,0.0
611,611,this time tomorrow i'll be dying at school Cannot Wait!,1,i am not looking forward to school tomorrow,1.0,0.0,0.0,0.0,0.0,0.0
2241,2241,i'm going to be 21 tomorrow and i'm really just excited for cake.,0,,,,,,,
3032,3032,ayo govvy hook me up w that stimmy if you know how the flow goes y feel,0,,,,,,,
3211,3211,"""Join me on @WeAre8Official to help save our planet in just 2 minutes a day"". #UnitedForGood https://t.co/a4xzjbRWXJ",0,,,,,,,
178,178,A wrong impression is once again my specialty,1,Unfortunately I made the wrong impressions again. ,1.0,0.0,0.0,0.0,0.0,0.0
252,252,"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",1,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,1.0,0.0,0.0,0.0,0.0,0.0
1065,1065,Not me seriously debating buying a singular can of monsta energy of amazon because I'm really craving one but I'd feel guilty if I went into Tesco just to buy one,0,,,,,,,
1689,1689,I can't count the amount of times over the years I've just forgotten I have my nose pierced and I've just been reminded again by a tiktok,0,,,,,,,
642,642,"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",1,"""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning.""",1.0,0.0,0.0,0.0,0.0,1.0
1845,1845,i’m ALREADY stressed about whose pov to watch for mcc hahah,0,,,,,,,
822,822,@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,1,"""I'm not a Piston's fan but it would be really fun to play with them in 2K22.""",1.0,0.0,1.0,0.0,0.0,0.0
1999,1999,I am Lindt EXCELLENCE! Take the Taste Challenge quiz &amp; find out which Lindt Chocolate you are. https://t.co/UC4L1qnw5U,0,,,,,,,
389,389,"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",1,I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,1.0,0.0,0.0,0.0,0.0,1.0
3354,3354,drinking cold water after putting in a piece of mint gum should be an olympic sport,0,,,,,,,
2285,2285,I need every app to have a night mode,0,,,,,,,
225,225,Only yelled at one person while biking home this evening. Improvement!,1,I had to yell at someone while biking home today.,1.0,0.0,0.0,0.0,0.0,0.0
273,273,"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",1,No.,1.0,0.0,0.0,0.0,0.0,0.0
133,133,@andy_mansell72 @VicOtley @garry_whu @NiaAnts @davidschneider Finally someone is speaking up for the billionaires.,1,Billionaires do not need anyone to speak up on their behalf.,1.0,0.0,0.0,0.0,0.0,0.0
1394,1394,"Oops I watched a video about a service dog, started to cry, and now cannot stop hugging my pup so I’m just going to have to call it a day",0,,,,,,,
210,210,#HappyBirthdayKeanuReeves Keanu Reeves is so wholesome ☺️,1,Keanu Reeves is a pretty great guy.,1.0,0.0,0.0,0.0,0.0,0.0
164,164,Thank god I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face,1,"The tweet could be, ""oh my goodness I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face"" to make it not sarcastic. ",1.0,0.0,0.0,0.0,0.0,0.0
64,64,help! i'm being haunted by dead people! (my dissertations),1,I hate my dissertation,0.0,1.0,0.0,0.0,0.0,0.0
523,523,@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,1,I'm not entirely sure you -can- say the same thing non-sarcastically. I suppose... 'Constantly calling for lower targets is ridiculous.',1.0,0.0,0.0,0.0,0.0,0.0
2090,2090,BOSS BURGERS - POSSIBLY THE BEST BURGER I'VE EVER HAD,0,,,,,,,
2747,2747,"If you aren't angry about OF banning adult content you're whorephobic, sorry not sorry. If your activism doesn't include the wants, needs &amp;desires of all marginalized groups, of which SWs *are* (&amp; often intersectionally), then you are nowhere near as 'liberal' as you believe",0,,,,,,,
1573,1573,I need Trisha as a guest on red scare,0,,,,,,,
2729,2729,Who signed me up for a lifetime subscription to my own thoughts,0,,,,,,,
184,184,me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,1,Me and Noah forgot our anniversary. That is not “couple goals” ,1.0,0.0,0.0,0.0,0.0,0.0
2428,2428,i can’t wait until the weather cools down so i can read under a tree at a park and look like a mysterious intellectual,0,,,,,,,
387,387,this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,1,phobias cannot be chosen and choosing to not be scared is not an option for genuine phobias,0.0,1.0,0.0,0.0,0.0,0.0
244,244,im ollie im 5'8 and i think my 5'7 boyfriend is short,1,I think people below the height of 5'8 is short.,1.0,0.0,0.0,0.0,0.0,0.0
1900,1900,"Just watched the Murray game and BBC commentary after. Isn't ""Andrew Castle"" cockney rhyming slang for something? Should be.",0,,,,,,,
357,357,"No joke, air-fried Twisted Teas are THE BEST.",1,Twisted Teas are the best.,0.0,1.0,0.0,0.0,0.0,0.0
619,619,we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,1,I get annoyed when my power goes out randomly.,1.0,0.0,0.0,0.0,0.0,0.0
1206,1206,RIP spider man 💀 https://t.co/GI0ZLhBxdp,0,,,,,,,
455,455,Just gotta realize no ones interested in what I have to say 👌,1,People are interested in what I have to say. I'm just having a bad day.,1.0,0.0,0.0,0.0,0.0,0.0
502,502,Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,1,Shaving your legs without your glasses/contact lenses is incredibly difficult.,1.0,0.0,0.0,0.0,0.0,0.0
2269,2269,Pandora is an awesome website.  right now listening to the Fiona Apple station.  not a bad song on there.,0,,,,,,,
635,635,came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,1,"My family read my quarantine journal, I didn't get committed. ",1.0,0.0,0.0,0.0,0.0,0.0
1513,1513,"When I finally die, just please don't let it end with one of those shitty pop covers that Disney plays over the credits",0,,,,,,,
2387,2387,#LoveIsland been back for one night and I'm already hooked as fuck!!! The twins licking their teeth though.. stop that.,0,,,,,,,
1987,1987,"@SaraMartnezW @xXDevilSeijiXx There is also one apparent love-triangle-ish situation early on involving the main character - just a heads-up that that's *not* the one you're looking for! (I think it's not a spoiler to say that it gets resolved more traditionally, though also satisfyingly.)",0,,,,,,,
854,854,Maybe if I watched suits in year 12 I’d be studying law rn,1,Everyone who studies law watched suits in sixthform/college.,1.0,0.0,0.0,0.0,0.0,0.0
2508,2508,"I'm really devastated today that I got an opportunity to do something I love and it might already have to quit. If you don't have one already, this is a sign to get your driver's license because life is unfair sometimes.",0,,,,,,,
1855,1855,"Hey @Honda, any chance we could see a civic in Rocket League? 😉",0,,,,,,,
1713,1713,The amount of McDonald’s Diet Coke’s I’ve purchased in the past week is embarrassing,0,,,,,,,
691,691,Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1,I have been eating a lot of Kitkats lately! ,0.0,1.0,0.0,0.0,1.0,0.0
3259,3259,"We need an emoji for a neutral-faced eyebrow raise. 
😳 this one looks embarrassed. 
😧 this one looks distressed. 
What if we want to show moderate surprise or that our interest has been piqued but are still being measured in our expression of it?",0,,,,,,,
2134,2134,"checked ring footage last eve. shoutout to unknown neighbor who, despite being very pregnant and walking around icy sidewalks, drove to my house and delivered three of my UPS packages wrongly delivered to her. Not that she knew, but it was over $100 worth of stuff! 🙏🏻",0,,,,,,,
81,81,love living in a capitalist society where i look forward to getting a surgery where i’m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i’ll get a few days off from work xoxo,1,"I hate that in order to get time off of work, I have to do something drastic like getting surgery",1.0,0.0,0.0,0.0,0.0,0.0
3120,3120,10/10 reading my yearbook will always cheer me up,0,,,,,,,
2165,2165,seonghwa is still one of the most gorgeous men ive ever seen,0,,,,,,,
520,520,people who say that they’re allergic to pineapple are pathological liars!!!!!!!,1,I feel like too many people say that they're allergic to pineapple when they really aren't.,1.0,0.0,0.0,0.0,0.0,0.0
327,327,Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,1,I was very annoyed today in my first class of the year because I sat next to someone who had very loud breaths.,1.0,0.0,0.0,0.0,0.0,0.0
654,654,It's been a productive last day. Maxed Out all my credit cards in preparation of my Rapture tomorrow!!! #iwishwehadallbeenready,1,I could have said that if the rapture was going to happen tomorrow I should do all these things the day before. ,1.0,0.0,0.0,0.0,0.0,0.0
57,57,"Wizkid is the king, ok lol",1,Wizkid is not the king lol,1.0,0.0,0.0,0.0,0.0,0.0
1583,1583,Help raise £2000 to help provide food and essentials to disadvantaged child.. Please #donate on @justgiving and RT https://t.co/q7hZ4jWmLl,0,,,,,,,
699,699,"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",1,"""Tonight they are saying""",1.0,0.0,0.0,0.0,0.0,0.0
251,251,"Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 😉

#evermorealbum 
@taylornation13",1,"The Lyrics to Coney Island should not have been ""Lost again with no surprises
Disappointments close your eyes"".",1.0,0.0,0.0,0.0,0.0,0.0
459,459,i stg i probably talk to my tv more than i do to actual people whoops rip social life,1,I talk to more people than i do anything,1.0,0.0,0.0,0.0,0.0,0.0
3345,3345,Going to my first Japanese steak house tonight. 😋,0,,,,,,,
776,776,Why am I not famous yet cos I’m actually fucking hilarious,1,I'm not funny at all,1.0,0.0,0.0,0.0,0.0,1.0
772,772,wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1,Wearing a jumpsuit is so annoying especially when you have to use the bathroom. ,0.0,1.0,0.0,0.0,0.0,0.0
2151,2151,I kinda dig @taylorswift13's new album.,0,,,,,,,
2652,2652,"@Vevo @ArianaGrande @theweeknd @tydollasign I loved them all, but positions made me so emotional! I remember watching ariana use her looping machine on YouTube years ago and it brought back so many memories!! her energy and talent has always been a light in my life!! 💜",0,,,,,,,
220,220,day 5 of people being mad about ellen sitting by gw bush is when we'll finally get to the bottom of this,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,1.0,0.0,0.0,0.0,0.0,0.0
358,358,"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1,The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.,1.0,0.0,0.0,0.0,0.0,0.0
2186,2186,Too much on my mind 😖,0,,,,,,,
1491,1491,i know i didn't just read a 40 page sex scene. my god,0,,,,,,,
137,137,Accidentally made a friend in ASL today. I hate when that happens.,1,"I would say ""Made a friend in ASL today. I love when that happens.""",1.0,0.0,0.0,0.0,0.0,0.0
229,229,Whoop diddy scoop poop,1,I would’ve just tweeted that I hated Kanye’s new song. ,1.0,0.0,0.0,0.0,0.0,0.0
832,832,"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",1,"@cadburys, you have ruined Easter",1.0,0.0,0.0,0.0,0.0,0.0
