,id,tweet,sarcastic,rephrase,dialect
386,387,فيفي عبدو الام المثالية,1,العاهرة ام مثالية,nile
555,556,بقينا فى زمن النسكافيه هو الحاجه الوحيده اللى بوش واحد,1,يعنى احنا فى زمن البشر فيه بكذا وش,nile
642,643,قالو تعرفشي العلم قالو نزيد فيه,1,هذا متعالم,magreb
2999,3000,مرضاش يستقيل و إستنى فسخ العقد علشان ياخد الشرط الجزائي .... الواطى,0,,nile
422,423,اضحك يعني ولا اقول لامك ايه دلوقتي,1,بيقول نكت بايخه جدا ودمه تقيل,nile
565,566,من يبحث عن امرأة طيبة وذكية وجميلة يبحث عن ثلاث نساء,1,لن يتوفر الطيبة والجمال والذكاء فى إمرأة واحدة لابد نمن ثلاث نساء,magreb
293,294,وهناك من يمشي بثلاث فردات من الأحذية اثنتان في رجليه، وواحدة في رأسه,1,فيه ناس مبتفهمش,msa
2124,2125,ألرب واجد,0,,nile
708,709,خاف من سرقة منزله فباع كل أثاثه هههههههههههههههههههههههههههههههههههههه,1,لم يفكر في حماية منزله بل اعتمد حلا غريبا و غير مقبول,msa
194,195,غدوة نشاء الله نوض على جيبوتي تاع صباح,1,خسارة منتخب جيبوتي ٨-٠,magreb
225,226,اكفى القدر على فمها ..تطلع البنت لامها,1,البنت تشبه امها كثيرا وتتميز بها,nile
170,171,عليا الطماطم انت صح ياض,1,انت علي الطريق الصح,nile
1127,1128,انتظرت فى التعليق على مقال فهمى هويدى حتى قراءة الجزء الثانى الذى نشر اليوم وللاسف: ما طلبه هويدى لا يجرؤ اى انقلابي على طلبه,0,,msa
2910,2911,عيش وحس ان الدنيا سكر حلوة الدنيا سكر,0,,nile
52,53,شاهد ابو صلاح يحمل عجوز ويعبر بها الشارع الله على اخلاقك يا فخر العرب,1,سخريه من محمد صلاح والصاق امور خياليه به للسخريه ,nile
2966,2967,كواليس غرفة الملابس.. متعب يروى تفاصيل إصابة فراعنة 2010 بأنفلونزا الخنازير,0,,nile
2912,2913,حسبي الله ونعم الوكيل الدنيا معليهاش أمان بعد ما الصاحب يغدر بصاحبه,0,,nile
264,265,قال يعنى الريح حتبقه نسمة لو الشجر ينحنى,1,قال يعنى حتتحسن الأمور لما نخضع لها,nile
638,639,الحمدلله باقي لي كل المواد واخلص المذاكره,1,لم يتم تحصيل ولا مادة,gulf
563,564,اراء الناس دي كلها جايبينها من الكابنيه,1,اراء الناس دي كلها كلام فارغ,nile
1309,1310,لما تتأسف وتعترف بغلطك دا شيء إسمو  خلق جميل,0,,nile
3086,3087,انا وصغير كنت افكر البنت بتخلف بنات و الشب بخلف اولاد,0,,nile
35,36,الباب الي يجيلك منه الريح شيله وركب قبنوري,1,الي يعملك مشاكل شيله من حياتك,nile
425,426,دي دموع تماسيح,1,دي دموع كدابة,nile
2727,2728,يا عمر سيبك من كل دة فى حملة منظمة لتشوية ثورة 25 يناير ورموزها أقرأ مقالة مصطفى النجار فى اليوم7النهاردة وشوف …,0,,nile
2827,2828,الهدية بالنسبة لمراتك زي الصدقة تمنع عنك الاذي,0,,nile
253,254,هوا ينفع المية ترجع لمجاريها يا حج . ينفع بس هترجع وسخه,1,انت معفن كده كده مستحيل تنضف,nile
1094,1095,لقاء رائع اجتمعت فيه مع الشيخ  عادل  الكلباني ،وأشكره على كرم ضيافته و الفوائد العلمية التي قدمها لي,0,,msa
1476,1477, الاستاذه ميريام فارس ليها اغاني حلوه فشخ مش واخده حقها ,0,,nile
718,719,عشنا وشفنا وما بقى شي يدهشنا,1,مابقاش فيه حاجة نستغربها بعد تجاربنا فى الحياة,levant
16,17,"فينجر طلب مني الخضوع لاختبار قبل ضمي للأرسنال، في البداية وافقت ثم أجبته كما يلي زلاتان لا يقوم بالاختبارات""  😂""",1,مدرب فريق ارسنال يطلب من اللاعب ابراهيموفيتش الدخول فى اختبارات قبل الانضمام لكنه يرفض,msa
649,650,إذا أردت أن تعرف عيوبك، فقل عيبا واحدا في زوجتك وسوف تخبرك بكل عيوبك وعيوب اهلك وأصحابك وجيرانك وبعض عيوب سكان الدول المجاورة,1,عايز تتفضح طلع عيب فمراتك وهي تجيب سي ديهاتك انت واهلك وكل اللي تعرفهم,nile
2013,2014,رونالدو هو أعظم لاعب في تاريخ  ريال مدريد  رياضة,0,,msa
208,209,اغلب الابراج مسمينها ب اسماء حيوانات لأن مايصدقها الا الحيوانات,1,اغلب الابراج على اسم حيوانات لان من يصدق بها لا عقل له,nile
1087,1088,اهالى  عزبة النخل يفضحون  السيسى: حملته قالت لنا اعملوا توكيلات للسيسى وهن:,0,,nile
707,708,زواج ليلة تدبيرتو عام,1,لازم تفكر في الأمر,magreb
1528,1529,علي سبيل  الآآدمان القـاتل :-    ميرنـدآ تفـآح  شيكولآآته  شيبسي [[ ]]   لو بتحب حآآجة فيهم لآآيك :),0,,msa
1487,1488,  مستشفى الجلاءرغم كل ما حدث و يحدث و سيحدث ستظل  بنغازي صمام آمان الوطن و  لابد من ليبيا و إن طال النضال بسواعد أبطال شجعان و عقول نيرة ,0,,msa
721,722,كل شيخ وليه طريقه وكل معجن وليه كيال,1,كل شخص له طريقته الخاصة فى التصرف فى الأمور,nile
651,652,عرفهم على بعض واعملوا مشروع وانت وحظك وشطارتك يايولعوا فيك ياتعيش فى جنة,1,عرف زوجاتك على بعض وانت وحظك في اللي هيحصل بعد كدة,nile
674,675,قمة الجلطه تركب مع واحد احول,1,قمة الشقاء ان تركب سيارة مع شخص لا يستيع القايدة,levant
461,462,انا عراف ان الشخص ده مش هيجيبها البر,1,انا عارف ان الشخص ده مش هيعدي الامور بسلامة,nile
2187,2188,٣. وفي المقابل يحرض الجماعات على الارتباط ب  تركيا  الناتو التي قادت يوما ما أشرس حربٍ صليبية. الشام,0,,msa
33,34,ده حيتحفل عليه,1,ده حيتريقوا عليه جامد,nile
136,137,تعويره الوش مفيهاش معلش,1,عند قصد الضرر لا يوجد سماح,nile
763,764,شاهد - الرجل الثالث حمدين صباحي في آخر كلام  ,0,,msa
239,240,أصعب  شعور لما تسال سؤال في قروب ومحد يرد عليك وبعده يسولفون بموضوع ثاني يجيك احساس أنك لمبه بالحووش مشغلينها الظهر,1,شخص كانه ما هو موجود,gulf
675,676,يبقي كده نادي الضحك مش نادى رياضى,1,نادى لا يتعامل باحترافية,nile
723,724,غالبية معلوماتي العامة حصلت عليها وانا اتغدى على الجريدة,1,ما يقرا الجريدة الا وهو يتغدى عليها,gulf
636,637,مكفاية موتمرات بقي انظرو لناس شوية ولا انتو بتحبو الهيصة عل الفاضي,1,كفاية مؤتمرات بقي وخلونا نبص لمشاكلنا نحلها بدل الشو الإعلامى على الفاضي,nile
1171,1172,جمال سلطان فضح الانقلاب واعاد الحق لمرسي بعد ان عانده كثيرا,0,,msa
191,192,طب مبلاش سيرة قفشه عشان فيه بوابين هنا وبيتخضو,1,قفشة اصبح عقدة الزمالك والزمالكاوية,nile
460,461,طاجن محمد طاجن بيبدع ف الملعب,1,طاهر محمد طاهر هو لاعب الاهلي المصري,nile
1084,1085,⬆ نشط في لبنان 🇱🇧⬆ لافروف الغاء الاتفاق النوويآخر تحديث: 2016-12-06 13:25:23;سبحان الله العظيم عددخلقة ورضانفسه وزنة ومداد كلماته.حسبي ا…,0,,msa
1786,1787, المجد للمبتسمين  المجد للمبتسمين صباحا,0,,msa
647,648,لو بابا طبال ماما اكيد بترقص ياهانم,1,طبع الاسره يغلب,nile
1669,1670, يسألنيوش رايك كيري جاء للسعودية مُهرولا؟أجبتهما فعلته دول مجلس التعاون في قمة البحرينكان ضربة معلمإعلان التحالف مع بريطانيا أيقظ أمريكا ,0,,gulf
162,163,هذا وش راه يدير ، حاط روحو حمّة,1,ماذا يفعل هذا ؟ يظن نفسه قوي وهو ضعيف,magreb
296,297,أكيد نفخت عند عجلاتي .. أصل ده مش شغل دكاترة تجميل,1,قلة جمال نفخ الشفايف,nile
1077,1078,بسمة أمل - هدية لعودة الحب لحياتنا,0,,msa
475,476,واش داك للواد يا الزيتونة,1,واش داني نغلط,magreb
281,282,ايه الجو النار ده أمال هنعمل ايه في يوليو وأغسطس,1,الجو حار جدا فى مايو,nile
432,433,النادي دا ده أصيل بجد..الدنيا حواليه بتتغير وهو موقفه ثابت مابيتغيرش,1,النادي دا فاشل,nile
1208,1209,احلى أغنية تيتر في رمضان اغنية شيرين - مشاعر من مسلسل حكاية حياة | النسخة الاصلية  مصر  كلام في الحب,0,,nile
2856,2857,عوض أن يردم الحفرة التي كانت سببا في سقوطه و تأذيه بنى مستشفى بجوار الحفرة,0,,magreb
2264,2265,د عبد المنعم أبو الفتوح : (الخلافة المنشودة) هي العدل والمساواة والحرية ومكافحة الفساد السياسي والاجتماعي وهي,0,,msa
532,533,اذا كان اللي بيفهمك سابق اللي بيحبك بخطوه.. و اللي بيطمنك سابقهم بمشاوير : احسب سرعة وصول اللى هيخزوقك,1,اللي بيخزوقك هو اكتر واحد موجود حواليك واللي بيطمنك وبيفهمك وبيحبك متاخرين عن اللي بيخزوقك,nile
39,40,روح العب مع الاسد اللي هناك دا,1,بطل هري وكلام تافه,nile
1434,1435, هل نراه رئيسا للحكومة قريبا  احمد شفيق ,0,,msa
549,550,كنا فاكرينه موسى طلع فرعون,1,شخص شرير و عامل طيب,nile
734,735,بنت الأصل بتخلي كوخها قصر,1,رغم الفقر تستطيع المراة الاصلية ان تجعل بيتها مثل القصر,nile
819,820, 🔷 قوات الاحتلال تجمع هواتف المارة وتقوم بتصفح موقع  فيسبوك  الخاص بهم على حاجز مدخل قرية عابود صباح اليوم. ,0,,msa
720,721,هو مركب فى رجله عجل بجرى وراه من لاحق احصلة,1,ده سريع أوى مش لاحق أحصله,nile
1509,1510,مصر تعيش وضع مأساوي أوصال الدولة تتفكك والعنف في إزدياد النظام بشكله الحالي عاجز عن إدارة البلاد لابد من المراجعة الجذرية قبل فوات الأوان,0,,msa
957,958, حركة كايدينهم  مصر  قول كلمه للسيسي وخد فولو هديه ياسيسى يا اصيييييل  احنا شباب هنصوت للسيسى  سأنتخب السيسي,0,,nile
2630,2631,لن أُصدق كتب التاريخ بعد اليوم وقد رأيت الحاضر يُزيف بلا حياء فكيف بتاريخ كتبه مُنتصر ؟  مجزرة رابعة,0,,msa
266,267,صبح على اى رجوله ومسي على كل الناس,1,انه بيسلم ويقدر اى راجل بيقف معاه,nile
2528,2529,انتهاكات الانقلاب القمعية فى جامعة الاسكندرية وصلت مداها باصابات واعتقالات انقذنا يا عزيز يا جبار من طغمة الاستعمار,0,,msa
1075,1076,معنى هام جداً نحتاجه بشدة في هذه الأيام في بلادنا,0,,msa
573,574,جوزيه مورينيو من يريد المتعه فاليذهب الى السيرك نحن هنا نلعب كرة قدم,1,ليس بالضروره ان تجد المتعه فى كل مباريات كرة القدم,msa
499,500,وحيات امك خف تعوم عندى الناس كلها سواسيه,1,اى تكون مقدر للناس الى حواليك,nile
153,154,متبقاش خنزير و تتنمر علي اي حاجة,1,بيتريق علي اي شخص,nile
28,29,انا لو انخطفت وطلبوا ٥٠٠٠ ابويا هيقول اقتلوه اوفر,1,ابي لا يهتم بي ولا يريدني,nile
2565,2566,إلي المجلس العسكري ووزارة الداخلية : أوقفوا القتل وسفك الدماء فورا الدم المصري خط أحمر,0,,msa
3003,3004,اكيد حسام البدري هددهم بفضايحهم ماهي شلة فاسدة كلها,0,,nile
579,580,انت و الرياضيات زوج خطوط ما يتلاقاوش,1,انت غبي ما تفهمش الرياضيات,magreb
830,831, الرئيس  ميشال عون. ابشرك سيخسر حليفك الطاغية الاسد ولو بعد حين بإذن الله . ,0,,msa
337,338,تشرق واحنا فى القصور وتغرب واحنا فى القبور,1,اى ان الدنيا ليست مضمونه,msa
3042,3043,طب انتى عارفه انه سمكرى الراجل مقلش انه دكتور,0,,nile
252,253,دا واد خلاصة كييف مصاصة,1,هذا غبي,nile
297,298,استمرارية القهوة لا تعنى حتمية الفوقان,1,ليس معنى أنى أشرب  القهوة على دائما  أنى سأكون منتبه,nile
506,507,هى دى الاخبار الحلوه قبل المدارس ندفع المصاريف وبعدين بخ,1,الحكومة تستغل كورونا لاستلاب اموال الناس,nile
1750,1751,الله يرحمك يا جبران تويني ١١ سنة يا صديقي وبعدك بالبال رجل كلمته حرة. وبعد بالبال آخر لقاء لنا ضحكنا ع ردة فعل جان لويس قرداحي امام مي شدياق,0,,levant
2941,2942,اسألو السيد المحافظ المحترم عن عزبه نادى الصيد اللى اقسم بالله ان كل واحد هياخد حقه وفيها ناس اتشردت وضاعت,0,,nile
364,365,تسمع كلامه تقول ميسي تشوفه ف الملعب تلاقيه طارق حامد,1,متصدقش الكلام قبل متشوف بنفسك,nile
2832,2833,ايمن اشرف هيمسك لوكاكو اللى فان دايك مش عارف يمسكه,0,,nile
458,459,الولد ده فى الذكاء زى ابوه هذا الشبل من ذاك الاسد,1,الولد والاب أغبياء,nile
1641,1642, جسدكِ : غيمةٌ ،جسدكِ : مطرٌ من الضوء ،جسدكِ : غابةٌ في قصيدة سحر ،جسدكِ : عطرٌ حيٌّ ،جسدكِ : صلاةٌ ،جسدكِ : موسيقى ! أحمد الشيخ علي ,0,,msa
2592,2593,عندى قمر بسهر معاه :) عندى معاد وحبيبى لغاه :( —  كاريوكى,0,,nile
329,330,فى ناس زى النسكافيه ثلاثة فى واحد يتكلموا معاك وعنك وعليك,1,فى ناس تقعد تتكلم معاك وبعدين تروح تتكلم عليك من وراك,nile
1698,1699,اللهم ارزقنا نعيم الجنه آمين,0,,msa
584,585,حاط روحو حاجة كبيرة,1,فاكر نفسه حد مهم,magreb
1642,1643,أسماء الجناة والمتهمين بالنيابة العامة وهي تباشر تحقيقاتها نحن سنكشف الحقائق بالكامل للرأي العام وسنحمل جميع الأطراف مسئولياتها للتوضيح,0,,msa
855,856,اجمل ما رأت عيني في  معرض الكتاب ، ️,0,,msa
2488,2489,سبحانك يالله وفي ساعة المطر تستجيب لدعواتنا،،،  عادل,0,,msa
755,756, بمناسبة عيد المولد النبوي الشريف أهنئ الامةالاسلامية وخاصة من يفرحون بذكرى ميلاد الحبيب محمد صلى الله عليه وسلم كل عام وانتم بخير وعز وشرف ,0,,msa
372,373,و سعاد حناكة هنا عايزة 100 الف جنيه مهر,1,البنات المصرية بتبالغ في مهر الجواز ومصاريف الجواز عموما,nile
2100,2101,اقل هديه يقدمها جماهير المايسترو روجير فيدرر له هو تصويتهم له ليضل الاعب الأكثر شعبية للمره 14 على التوالي رغم ابتعادة معظم فترات هذا الموسم,0,,msa
1377,1378, دول العالم كل يوم تقتنع ان الليبين لا يستحقون النفظ.  ليبيا  برقه  بنغازي ,0,,msa
332,333,سيبك منه دا في الكنافة,1,سيبك منه دا مش فاهم حاجة,nile
2879,2880,عمال تاكل زي الحمار في النجيلة لا الحمار بيشبع ولا النجيلة بتخلص,0,,nile
1250,1251, النصر الفيصلي عظيم بجمهورك الله يسعد الحاضرين كلهم والغايبين,0,,msa
269,270,ايه يا واد الذكاء دا كله,1,ايه الغباء ده,nile
839,840,ترقبوا الاثنين ١٠مساء بتوقيت مكة حلقة خاصةعن جدلية الفن والسياسة ببرنامج  للقصة بقية ودور  غوار و  عادل إمامحلقة مثيرة ونقاش أشد إثارة,0,,msa
1300,1301,افضل لاعبي الدوري الانجليزي في سنة : ٢٠٠٩  رونالدو في الصيف الذي يليه انتقل الى الريال ٢٠١٣  بيل في الصيف الذي,0,,msa
2692,2693,سبحان المعز المذل قصة علي العريض من السجن إلي وزير داخلية تونس,0,,msa
2857,2858,الخال والد وانا بحب خالى جدا لانه مثل ابى كثيرا  ويعتنى بى,0,,nile
453,454,يسخايل روحو رونالدو و هو ساقيه الزوز يسار,1,ما يعرف يلعب كرة,magreb
156,157,احنا اينعم حالنا زفت ومفيش صحةولا تعليم ولاقضاءولااقتصاد قوي بس ثانكس جود مساحة دولتنا اكبر من مساحة دولة الكويت,1,الكويت احسن من مصر في كل حاجة ولكن مساحتها صغيرة,nile
1215,1216,2002 فيلم جامد جدي فعلاً,0,,nile
2346,2347, الناس في حلب الشرقيه تتهجر والان سكان حلب الغربيه يحتفلو في الشوارع  حلب  حلب تباد الغضب لحلب ,0,,msa
799,800, هاتسبني تفضل سبني من غير ما تهديدني عمرك متعوضني ~~اناقلبي هايوجعني  اليسابستغرب انا الغنية دي وايد البدايه قويه والنهايه ضعيف ,0,,nile
2464,2465, كفاية بعد عن ربنا دى النهاية قريبة,0,,nile
1298,1299,مداخلة نجيب ساويرس مع الإبراشيي وتعليقه على إستقالة دالبرادعي وأحداث مصر,0,,msa
1302,1303,  مليارات العمره علي هوي مصركل ماجاء طاري السيسي ذكرو اردوغان   . . ! قاتل الله السياسه التي ذهب ضحيتها الشعوب العربيه سواء بالذبح أوالشتم ,0,,msa
571,572,السؤال مين بيدور اللعبة,1,كثير مقتنعين ان كورونا ده تمثيلية,msa
1606,1607,فيدرر روديك ويمبلي ٢٠٠٩  افضل مباراة تنس شاهدتها,0,,msa
2558,2559,اليوم السابع | سلاسل بشرية لأنصار  حمدين صباحى بـ  السويس لتأييده للرئاسة,0,,msa
18,19,لي قرا قرا بكري,1,خلص وقت الدراسة,magreb
445,446,سمير ده كل ما اقوله هات الفلوس اللى عليك ، بيقولى بتقول ايه، عامل فيها اطرش,1,سمير مستلف فلوس ومش عايز يردها,nile
1922,1923,هذا الارجنتين الي وصل ثلاث نهائيات ورا بعض ميسي ساتر عليهم,0,,gulf
131,132,والواد ده عبقرينو بجد,1,ذكى جدا,nile
276,277,دق الطاسه تجيك ألف رقاصة,1,الفضايح بتلم الناس عشان تعرف الخبر,levant
662,663,الحكومة دى مجاش زيها فى نزاهتها وإصلاحها,1,الحكومة فاسدة وفاشلة,nile
692,693,الرجال يمكنهم مقاومة  نظرية صائبة ويستسلمون لنظرة ثاقبة,1,ان الرجال يفضلوا يعاندوا وييجوا عند الستات ويلينوا,msa
599,600,اللي متعرفش ترقص تقول الارض عوجة,1,الناس اللى بتتحجج بالظروف ومش بتحاول حتى انها تجتهد او تسعى فالحياة,nile
2967,2968,محمد شريف يحطم رقم عماد متعب مع الأهلى ويعادل فلافيو بعد 13 عاماً,0,,nile
1353,1354, شاهر المؤمنين عالم رياضيات  أردني ينضم الى قائمة اهم علماء  الرياضيات  عالمياً ، نفتخر بعلمائنا مبروك للأردن  اﻷردن,0,,msa
2221,2222,28 اجدع الجدعان  جيكا  جيكا ياولد الحريه بتتولد  محمد محمود 2,0,,nile
2815,2816,تحسه انسان عايش لوحده.. مش حاسس ب اللى حواليه,0,,nile
367,368,ترامب دا لو فى منه اتنين العالم كان مات من الضحك,1,ترامب شخصية مهزئة,nile
1568,1569,سحل متظاهرين بالقصر العيني - ليعلنها  مرسي بصراحة-هل انت فاقد السيطرة على الداخلية؟ أم انت المسؤول؟,0,,msa
2098,2099, بيتي انا بيتك وما الي حدا  فيروز ,0,,levant
175,176,يا جمال صوتها دى ام كلثوم زمنها,1,صوتها جميل جدا,nile
644,645,الطول طول نخله والعقل عقل سلخه,1,انه كبير فى العمر والجسم وصغير فى العقل,nile
2734,2735,  رصدباور:  واشنطن توثق الاعتداءات ضدّ السوريين وستحاسب المسؤول. ,0,,msa
363,364,كي كان حي مشتاق تمرة وكي مات علقولو عرجون تمر,1,وهو حي مكانش لي مهتم به,magreb
572,573,انا الذى نظر الاعمى الى ادبى فالحمد لله انه اعمى,1,أنا فاشل ومش بعرف أكتب أدب,nile
70,71,عضو مجلس شعب عامل زي المعلقة الخشب لا بتجيب ولا بيودي,1,عضو مجلس شعب ليس له فائدة ولايصلح لاي شيء,nile
2759,2760,انتهى زمن  الرئيس الذي يمنح وجاء زمن الشعب الذي يجد ويعتز بكرامته؛ وما اعتمدته لكم هو بعض حقكم؛ فأنتم الذين تمنحون ولست …,0,,msa
1718,1719,  كيري يعلن تجديد الهدنة ويطالب كل الأطراف الالتزام بوقف الأعمال القتالية و  السعودية ومرتزقتها يعلنون إستئناف العمليات ..!! ,0,,msa
465,466,كان كورونا بدا في تونس راو اللي يمرض يهزولو حارتين ياغرت و يطلو عليه رانا انقرضنا,1,الحمد لله أن انتشار المرض بدأ في دولة متقدمة,magreb
2715,2716,عيد ميلاد فيروز فيروز شاهدت مسرحية ميس الريم عام 1975 في بيروت قصر البيكاديللي كما شهدت حفلاً اقامته في لوس أنجلوس عام 1981,0,,nile
481,482,ديك المشية و الزين تقول بيونة,1,جمال تاع بيونة,magreb
279,280,الحمدلله ايفون 8 كدا سعره هينزل ابقي اجيبه بقي,1,الأيفون غالى ومش هعرف أجيبه غير لما موديله يقدم,nile
381,382,أحب في الدنيا ثلاث.. (أمي ـ ماما ـ الوالدة),1,أحب في الدنيا أمي بس,nile
1393,1394, بموووووت بيونسيه ,0,,nile
1900,1901,يا غنوة مبتكملش يا دمع يا محبوس ليه كل ما أحلم حلم بقى يتقلبلى كابوس  محمد محسن,0,,nile
2374,2375,على سبيل  السعاده انا صديق مجدى,0,,msa
1074,1075,شاهد - آخر كلام: مسحت الكلام؟ طب مسحت الدم؟ جبت حق اللي مات؟  ,0,,nile
666,667,من كان بيته من زجاج، لا يقذف الناس بالحجارة,1,هو كله عيوب,nile
2145,2146,ادعو المصريين الى مشاهدة توثيق مذبحة الاتحادية التى جمعها الاستاذ عمر طاهر سحل وضرب رصاص وتعذيب البنات لن تفلتوا من الحساب أيها الاخوان,0,,msa
32,33,تونس باريس تذكرة بثمنين اورو الجزائر باريس تذكرة بسبعمية و خمسين وزيد تركب في طيارة شغل سوناكوم,1,سعر تذكرة غالي و نوعية الطائرة كانها باص زمان,magreb
1088,1089,واضح ان الناس اللي ساكنة في 6 اكتوبر بتروح مدارس وتشتغل في القاهرة والجيزة وده سبب كافي لزحمة رهيبة,0,,nile
733,734,هي حلوة اه بس تبقى حلوة من غيركم لأنكم ضيقتم علينا عيشتنا ربنا يضيقها عليكم دنيا واخرة,1,البلد حلوة بس من غير الحكومة,nile
51,52,كلها مسلسلات الخطف ديه كفاية ضحك ع الناس,1,الداخلية تحاول ان تبيض وجهها ببطولات زائفة,nile
147,148,بيقولك مصر فيها اتنين طه حسين عميد الادب ومرتضى عميد قلة الادب,1,مرتضى سئ الادب,nile
418,419,هل تعلم أن عقل المرأه يستطيع الاحتفاظ بالأسرار كحد أقصى لمدة 48 ساعه !!,1,لا تسطيع المراة ان تحتفظ بالاسرار لاكثر من 48 ساعة,msa
1908,1909,  الأمم المتحدة تنتظر موافقة  دمشق و  موسكو على هدنة جديدة في  حلب. ,0,,msa
1116,1117, ان خسرنا بكرة بتكون نتيجة منطقية واذا فاز لايبزيغ اليوم بيتصدر  حماس 😅 ,0,,msa
678,679,رونالدو يصطاد العصافير في أولد ترافورد,1,رونالدو يسدد في السماء,msa
2278,2279,رضا عبدالسلام: كلام دعبدالمنعم أبوالفتوح الاقرب إلى الناس وهو علامة من علامات مصر هو شخصية مصرية مضحية حتى النخاع,0,,nile
1026,1027, يارب فرج على  ليبيا كربهاياريت كل الليبين يدعوا ويتوجهوا الى الله بالتضرع والدعاءلعل فيه فرج لهذا الشعب فالوضع أصبح من سيء لأسوأ لمأساوي ,0,,levant
314,315,جوعه وراحته ولا شبعه وصواعته,1,الجوع مع الراحة افضل من الشبع مع التعب,nile
630,631,شوية سرسجية مع بعض احنا مالنا نشوف خبر زى دا !!,1,شوية فشلة وتافهين ليه أخبارهم متصدرة الأخبار,nile
2602,2603,4 أناشد الجميع الابتعاد عن الاقتتال الأهلي والالتزام بالتعبير السلمي عن الرأي، لا تفرضوا لون الدماء على الميادين والشوارع المصرية، انتبهوا!,0,,msa
2497,2498,12 مليون مصرى لم يدفعوا فاتورة الكهرباء الانقلاب ساقط اصبروا وثابروا واحشدوا واهتفوا سلميتنا سلاحنا,0,,nile
1106,1107, هزيمة اليمين المتطرف في انتخابات  النمسا... لا يبدو أن موضة اليمين سوف تستمر كثيرا في اوروبا ,0,,msa
1349,1350,أبو الفتوح : الأنفلات الأمنى صناعة ولكن علينا مساعدة رجال الأمن الشرفاء على القيام بواجبه,0,,nile
659,660,الي خدته القرعة تاخده ام الشعور والقرعة شعرها راح,1,ان التانيه هتلاقي نفس مصير الاولى الي كانت حلوة وجميله وزوجها طفاها,nile
1049,1050,  ماذا لو المدارس مختلطهالجامعات تستقبل الآلاف من الطلاب للدراسة فيها مع العلم أن نصفهم لايستحقوا الدخول فيها بسبب تهاون تطبيق لائحة السلوك ,0,,msa
2283,2284,خلق جميل ثقافة الحوار وتقبل الرأي الاخر,0,,msa
71,72,هاي السنة فش احلى منها 🤯😂,1,هاي السنة مش حلوة,levant
449,450,أصعب فراق هو فراق الوسادة صباحا,1,اصعب حاجة انك تقوم من النوم بدري وتنزل للشغل,nile
1089,1090,قصة العجوز الحكيم و محرك السفينة رااائعة,0,,msa
670,671,أنا مهما حدث لا انظر إلى الخلف ثقة ام غرور لا غضروف,1,أنا ضهرى واجعنى مش قادر أبص للوراء فى الماضى ,nile
552,553,استحي ده حتي عبد الناصر ما سواها,1,أنت فشلت فشل محدش فشله قبل كده,nile
727,728,ابن الوز عوام,1,الولد شاطر زى ابوه,nile
116,117,وانت بقي فيلسوف عصرك؟ ماتنقطنا بسكاتك!,1,انت ولا فاهم حاجة يبقي تسكت احسن,nile
454,455,الصديق الوفي هو الذى يختفى عند الحاجة الية,1,مفيش صديق وفى دلوقتى ,msa
560,561,وزير الأوقاف على ما أزمة (( كورونا )) تخلص هيكون طرد كل الأئمة ... محتاج خازووق خشبي ..,1,وزير الاوقاف يفصل عدد كبير من الائمه في مصر,nile
76,77,السعودية : لا أعرفه ، لذا لن أضيفه .المصرية :ايه ده نفس كليتي ، يبقى لازم أقبله ، أنا نقطة ضعفي زملاء الدراسة,1,ان المصريين بيضيفوا ناس كتير على مواقع التواصل,nile
1692,1693,  لافروف: هيئة المفاوضات السورية ترفض تنفيذ قرارات مجلس الأمن ,0,,msa
1307,1308, وقالو سعيدة في حياتها 😣  إليسا ,0,,nile
1172,1173,  مبروووووووووووووووووك للريال حببتى بس الصراحة البايرن هوالى كان احسن  ذا شامبيووونز,0,,gulf
2606,2607, حلب  القلعة والأصالة باتت عاصمة للصمود وواثقون بقدرة أهل الشهباء على الصمود والتصدي  ستكون حلب المسمار  الذي سيدق في نعش الكفرة  ستبقي حلب ,0,,msa
1673,1674, كلمة بوتن ولمس كانت قوية وفيها تحدي كبير للغرب بخصوص ليبيا قال حرفيا( سنتصدى للارهاب المصنوع في كل العالم ولن نسمح بتدمير ما تبقى من ليبيا ) ,0,,msa
2601,2602,ربي بلغنا رمضان من غير أن نرى دمعة حبيب، ولا فراق غالي، ولا استمرار مرض لقريب، اللهم بلغنا رمضان لا فاقدين ولا مفقودين رمضان كريم,0,,msa
1754,1755,  قروب المحبه والموده قروب فيدرر للدعمعبارة مُريحه :إن الله لا يَنسى قلبًا لجأ إليه. ,0,,msa
62,63,عندما تفقد الاحا قدرتها على التعبير لابد ان ياتي الشخير طوابير,1,لا تكفي صيحات الاحتجاج بل لابد من احتجاج اقوى,nile
601,602,فاكره انه مفيش منها اتنين وبتعرف المستخبى,1,مغرورة وانانيه وبتعرف كل حاجه,nile
288,289,جت الحزينه تفرح شغلت شريط حكيم وقعدت ترقص,1,ان وجود الحزم مش مسموح بيه وسط الفرح,nile
1706,1707,  ستولتنبرغ| سنعمل مع الرئيس الأمريكي المنتخب  ترمب لتطوير حلف  الناتو مباشر  تركيا ,0,,msa
155,156,جا يكحل لها عماها,1,افسد كل شىء,magreb
589,590,قسما بالله الجزائر تعمل مننا بطاطس محمره,1,الجزائر هتهزمنا بكل سهولة في كرة القدم,nile
49,50,الاسعار نار .. الله ينور يا سيسي,1,الاسعار غالية جدا منك لله يا سيسي يا فاشل,nile
